route,count
"['main', 'bonus', 'main', 'online', 'archive', 'news', 'archive', 'vklad', 'archive', 'main', 'rabota', 'tariffs', 'archive', 'tariffs', 'digital']",1
"['main', 'tariffs', 'internet', 'bonus', 'tariffs', 'online', 'archive', 'main', 'archive', 'news']",1
"['main', 'tariffs', 'rabota', 'bonus', 'vklad', 'archive']",1
"['main', 'internet', 'bonus', 'archive', 'main', 'bonus', 'main', 'rabota', 'tariffs', 'rabota', 'vklad', 'rabota', 'news', 'main', 'bonus']",1
"['main', 'internet', 'archive', 'internet', 'news', 'archive', 'vklad', 'tariffs', 'internet', 'rabota', 'bonus', 'online', 'main', 'rabota', 'bonus', 'online', 'rabota']",1
"['main', 'rabota', 'vklad', 'bonus', 'main', 'rabota', 'online', 'archive', 'main', 'bonus']",1
"['main', 'news', 'archive', 'bonus', 'tariffs', 'rabota', 'internet', 'archive', 'online', 'bonus', 'rabota', 'vklad', 'rabota', 'internet', 'archive', 'main', 'vklad', 'bonus', 'rabota', 'vklad', 'online', 'tariffs', 'news', 'main', 'internet', 'online']",1
"['main', 'tariffs', 'rabota', 'internet', 'online', 'tariffs', 'online', 'internet', 'tariffs']",1
"['main', 'bonus', 'internet', 'main', 'bonus', 'main', 'internet', 'tariffs', 'rabota', 'tariffs']",1
"['main', 'news', 'internet', 'archive', 'vklad']",1
"['main', 'rabota', 'main', 'rabota', 'internet', 'tariffs', 'main', 'vklad', 'internet', 'rabota', 'internet', 'tariffs']",1
"['main', 'rabota', 'main', 'archive', 'bonus', 'archive', 'news', 'archive']",1
"['main', 'archive', 'online', 'internet', 'main', 'bonus', 'archive', 'online']",1
"['main', 'rabota', 'archive', 'rabota', 'tariffs', 'vklad']",1
"['main', 'bonus', 'rabota', 'archive', 'tariffs', 'digital', 'tariffs']",1
"['main', 'internet', 'tariffs', 'main', 'rabota', 'main', 'internet', 'rabota', 'vklad', 'tariffs', 'online', 'news', 'internet']",1
"['main', 'archive', 'bonus', 'vklad', 'internet', 'bonus', 'main', 'archive', 'rabota', 'bonus', 'news']",1
"['main', 'vklad', 'archive', 'bonus', 'news', 'archive', 'tariffs', 'news', 'main', 'vklad', 'news', 'rabota', 'internet', 'news', 'online', 'internet', 'archive']",1
"['main', 'bonus', 'archive', 'bonus', 'news', 'vklad', 'archive', 'internet', 'news', 'online', 'vklad', 'main', 'rabota', 'archive', 'online', 'tariffs', 'bonus', 'internet']",1
"['main', 'bonus', 'vklad', 'news', 'internet', 'vklad', 'online', 'archive', 'news', 'vklad']",1
"['main', 'rabota', 'archive', 'bonus', 'news', 'archive', 'vklad', 'tariffs', 'vklad']",1
"['main', 'rabota', 'internet', 'bonus', 'tariffs', 'internet']",1
"['main', 'rabota', 'online', 'vklad', 'bonus']",1
"['main', 'rabota', 'archive', 'rabota', 'tariffs', 'rabota', 'digital', 'rabota']",1
"['main', 'archive', 'main', 'news', 'rabota', 'bonus', 'online', 'archive', 'bonus', 'archive', 'rabota', 'main', 'bonus']",1
"['main', 'tariffs', 'main', 'bonus', 'rabota', 'vklad', 'archive', 'news', 'rabota', 'news', 'internet', 'rabota', 'main']",1
"['main', 'archive', 'internet', 'online', 'news', 'main', 'digital']",1
"['main', 'archive', 'bonus', 'archive', 'online', 'rabota', 'main', 'vklad', 'digital']",1
"['main', 'rabota', 'vklad', 'bonus', 'rabota', 'bonus', 'main', 'rabota', 'bonus', 'internet']",1
"['main', 'archive', 'rabota', 'archive', 'tariffs', 'online', 'news', 'internet', 'online']",1
"['main', 'rabota', 'internet', 'rabota', 'bonus', 'tariffs', 'vklad', 'online', 'main', 'bonus']",1
"['main', 'tariffs', 'online', 'tariffs', 'vklad', 'news', 'online', 'rabota', 'online', 'bonus', 'main', 'rabota', 'news', 'archive', 'bonus', 'news', 'online', 'rabota', 'vklad', 'tariffs', 'vklad', 'news', 'online', 'internet', 'archive', 'main', 'news']",1
"['main', 'tariffs', 'archive', 'main', 'bonus', 'online', 'vklad']",1
"['main', 'tariffs', 'archive', 'news', 'online', 'internet', 'news', 'online', 'archive', 'internet', 'digital', 'online', 'rabota', 'main', 'internet', 'bonus', 'archive', 'vklad', 'online', 'vklad', 'internet', 'news']",1
"['main', 'internet', 'rabota', 'tariffs', 'bonus', 'tariffs', 'internet']",1
"['main', 'archive', 'tariffs', 'bonus', 'rabota', 'main', 'archive']",1
"['main', 'rabota', 'main', 'internet', 'news', 'rabota', 'internet', 'rabota', 'online', 'vklad', 'tariffs', 'online', 'archive', 'bonus', 'main', 'tariffs']",1
"['main', 'archive', 'internet', 'archive', 'internet', 'archive']",1
"['main', 'archive', 'rabota', 'vklad', 'rabota', 'main']",1
"['main', 'bonus', 'internet', 'tariffs', 'bonus', 'internet']",1
"['main', 'tariffs', 'rabota', 'digital', 'bonus', 'news', 'bonus']",1
"['main', 'bonus', 'internet', 'archive', 'news', 'tariffs', 'archive']",1
"['main', 'tariffs', 'digital', 'internet', 'rabota']",1
"['main', 'tariffs', 'online', 'vklad', 'bonus']",1
"['main', 'archive', 'rabota', 'internet', 'tariffs', 'bonus', 'main']",1
"['main', 'news', 'vklad', 'tariffs', 'news', 'rabota']",1
"['main', 'internet', 'vklad', 'news', 'bonus', 'vklad', 'tariffs']",1
"['main', 'tariffs', 'bonus', 'archive', 'bonus', 'news', 'internet', 'bonus', 'tariffs', 'archive']",1
"['main', 'archive', 'bonus', 'tariffs', 'internet', 'digital', 'archive', 'internet', 'news', 'archive', 'online', 'internet', 'bonus']",1
"['main', 'vklad', 'bonus', 'archive', 'bonus', 'vklad', 'rabota']",1
"['main', 'archive', 'bonus', 'vklad', 'internet', 'news', 'internet', 'digital', 'internet', 'main', 'news']",1
"['main', 'archive', 'rabota', 'main', 'rabota', 'archive', 'rabota', 'tariffs', 'vklad', 'online', 'bonus', 'digital', 'tariffs', 'bonus']",1
"['main', 'online', 'news', 'vklad', 'tariffs', 'archive', 'news', 'rabota', 'online', 'tariffs', 'online', 'news', 'main', 'online', 'rabota', 'bonus']",1
"['main', 'archive', 'rabota', 'tariffs', 'rabota', 'archive', 'tariffs', 'rabota', 'bonus', 'main', 'online', 'bonus', 'tariffs', 'online', 'rabota', 'archive', 'rabota', 'vklad', 'rabota', 'tariffs', 'main', 'rabota', 'archive', 'online']",1
"['main', 'online', 'internet', 'bonus', 'online', 'archive']",1
"['main', 'rabota', 'bonus', 'archive', 'main', 'news', 'internet']",1
"['main', 'internet', 'bonus', 'news', 'bonus', 'rabota']",1
"['main', 'internet', 'rabota', 'main', 'archive', 'rabota', 'archive', 'rabota', 'bonus', 'internet', 'news', 'digital', 'internet']",1
"['main', 'rabota', 'online', 'archive', 'news', 'tariffs', 'bonus', 'vklad', 'rabota', 'vklad', 'internet', 'archive', 'main', 'tariffs', 'news', 'vklad', 'bonus', 'tariffs', 'rabota']",1
"['main', 'vklad', 'internet', 'rabota', 'bonus', 'main', 'bonus', 'online']",1
"['main', 'vklad', 'internet', 'main', 'archive', 'bonus', 'archive', 'news']",1
"['main', 'archive', 'bonus', 'news', 'tariffs', 'archive']",1
"['main', 'bonus', 'internet', 'digital', 'archive', 'vklad', 'news', 'online', 'rabota', 'internet', 'archive', 'internet']",1
"['main', 'tariffs', 'main', 'archive', 'rabota', 'internet', 'archive', 'tariffs', 'main']",1
"['main', 'archive', 'tariffs', 'rabota', 'tariffs', 'archive']",1
"['main', 'archive', 'tariffs', 'bonus', 'tariffs', 'online']",1
"['main', 'vklad', 'rabota', 'archive', 'bonus', 'archive', 'tariffs', 'bonus', 'vklad']",1
"['main', 'archive', 'rabota', 'digital', 'archive', 'rabota', 'vklad', 'internet', 'rabota', 'online', 'internet', 'archive']",1
"['main', 'internet', 'news', 'main', 'news', 'tariffs', 'rabota']",1
"['main', 'news', 'bonus', 'tariffs', 'online', 'digital', 'tariffs', 'main', 'bonus', 'archive']",1
"['main', 'internet', 'tariffs', 'online', 'archive', 'internet', 'archive']",1
"['main', 'online', 'bonus', 'tariffs', 'archive', 'bonus', 'rabota']",1
"['main', 'rabota', 'archive', 'internet', 'rabota', 'main', 'bonus', 'main', 'tariffs', 'vklad']",1
"['main', 'news', 'bonus', 'vklad', 'tariffs', 'rabota', 'vklad', 'online', 'news', 'archive', 'internet', 'news', 'rabota']",1
"['main', 'news', 'rabota', 'bonus', 'rabota', 'internet', 'bonus', 'news', 'bonus']",1
"['main', 'internet', 'digital', 'news', 'vklad', 'bonus', 'news', 'archive']",1
"['main', 'internet', 'news', 'rabota', 'digital', 'internet', 'digital']",1
"['main', 'news', 'online', 'internet', 'vklad', 'main', 'tariffs', 'internet', 'bonus', 'rabota', 'internet', 'online', 'bonus', 'rabota', 'online', 'rabota']",1
"['main', 'digital', 'archive', 'internet', 'main', 'bonus', 'archive', 'news', 'archive', 'rabota', 'vklad', 'archive', 'vklad', 'tariffs']",1
"['rabota', 'internet', 'rabota', 'main', 'archive', 'bonus', 'main', 'online', 'archive', 'news', 'main', 'bonus', 'rabota', 'archive', 'tariffs']",1
"['main', 'bonus', 'rabota', 'main', 'archive', 'rabota', 'vklad', 'online', 'rabota', 'archive', 'rabota']",1
"['main', 'rabota', 'news', 'archive', 'online', 'internet', 'archive', 'tariffs', 'rabota', 'main', 'news', 'main', 'news', 'internet']",1
"['main', 'archive', 'tariffs', 'online', 'internet', 'tariffs', 'main', 'archive', 'online']",1
"['main', 'digital', 'tariffs', 'online', 'internet', 'vklad', 'online', 'rabota', 'bonus']",1
"['main', 'bonus', 'online', 'rabota', 'main', 'bonus', 'news', 'archive', 'rabota', 'main', 'internet', 'main']",1
"['main', 'news', 'vklad', 'rabota', 'news', 'rabota', 'internet', 'rabota', 'bonus', 'internet', 'online', 'news', 'online', 'internet', 'rabota', 'tariffs', 'online', 'main']",1
"['main', 'rabota', 'vklad', 'internet', 'rabota', 'online']",1
"['main', 'rabota', 'bonus', 'tariffs', 'archive', 'bonus', 'main', 'main', 'news', 'bonus']",1
"['main', 'rabota', 'bonus', 'rabota', 'internet', 'news', 'bonus', 'archive']",1
"['main', 'bonus', 'internet', 'rabota', 'news', 'internet', 'archive']",1
"['main', 'bonus', 'online', 'rabota', 'bonus', 'tariffs', 'online', 'main', 'archive', 'internet']",1
"['main', 'vklad', 'rabota', 'archive', 'main', 'bonus', 'news', 'bonus', 'vklad', 'tariffs', 'main', 'tariffs', 'bonus']",1
"['main', 'news', 'archive', 'internet', 'bonus', 'news', 'tariffs', 'rabota', 'internet', 'tariffs', 'rabota']",1
"['main', 'internet', 'online', 'main', 'vklad', 'rabota']",1
"['main', 'internet', 'main', 'news', 'online', 'rabota', 'archive', 'main']",1
"['main', 'internet', 'online', 'internet', 'rabota', 'bonus', 'vklad', 'rabota', 'internet', 'vklad', 'archive', 'news', 'internet', 'rabota', 'vklad', 'bonus', 'rabota', 'archive', 'rabota', 'online', 'archive']",1
"['main', 'internet', 'bonus', 'tariffs', 'online', 'rabota']",1
"['main', 'archive', 'tariffs', 'bonus', 'archive', 'news']",1
"['main', 'bonus', 'news', 'archive', 'news', 'archive', 'internet']",1
"['main', 'tariffs', 'archive', 'rabota', 'main', 'news', 'bonus', 'tariffs', 'main', 'bonus', 'archive', 'online', 'archive', 'news', 'archive', 'bonus', 'rabota', 'news', 'rabota', 'news', 'archive', 'main', 'news']",1
"['main', 'internet', 'tariffs', 'vklad', 'rabota']",1
"['main', 'internet', 'archive', 'main', 'rabota', 'news', 'tariffs', 'news', 'rabota', 'vklad', 'archive', 'rabota', 'bonus', 'news', 'bonus', 'online']",1
"['main', 'archive', 'internet', 'vklad', 'internet', 'news', 'rabota', 'news', 'online', 'bonus', 'archive', 'main']",1
"['main', 'internet', 'online', 'internet', 'bonus', 'rabota']",1
"['main', 'online', 'tariffs', 'archive', 'bonus', 'archive', 'bonus', 'tariffs', 'archive', 'main', 'tariffs', 'news', 'tariffs', 'online']",1
"['main', 'rabota', 'internet', 'online', 'archive', 'bonus', 'archive', 'bonus']",1
"['main', 'archive', 'news', 'internet', 'news', 'rabota', 'internet', 'vklad', 'news', 'bonus', 'vklad', 'tariffs', 'internet', 'rabota', 'internet', 'tariffs', 'main', 'archive', 'internet']",1
"['main', 'vklad', 'rabota', 'archive', 'news', 'internet', 'main', 'tariffs', 'news']",1
"['main', 'online', 'tariffs', 'rabota', 'vklad', 'tariffs']",1
"['main', 'rabota', 'archive', 'online', 'main', 'tariffs', 'rabota', 'internet', 'rabota', 'vklad', 'main', 'main', 'rabota']",1
"['main', 'archive', 'bonus', 'rabota', 'main', 'tariffs', 'rabota', 'online', 'rabota', 'main', 'bonus', 'rabota', 'main', 'bonus', 'rabota', 'archive', 'vklad', 'news', 'vklad']",1
"['main', 'rabota', 'archive', 'internet', 'archive', 'vklad', 'internet', 'archive', 'rabota', 'bonus', 'tariffs', 'online', 'internet', 'online', 'rabota', 'news']",1
"['main', 'bonus', 'archive', 'bonus', 'archive', 'main', 'rabota']",1
"['main', 'rabota', 'digital', 'internet', 'archive', 'news']",1
"['main', 'archive', 'news', 'archive', 'internet', 'online', 'main', 'vklad', 'news']",1
"['main', 'rabota', 'vklad', 'tariffs', 'rabota', 'bonus']",1
"['main', 'bonus', 'internet', 'main', 'news', 'bonus', 'vklad', 'rabota', 'internet', 'bonus']",1
"['main', 'internet', 'main', 'bonus', 'rabota', 'bonus']",1
"['main', 'vklad', 'digital', 'main', 'archive', 'vklad', 'digital', 'tariffs', 'news']",1
"['main', 'internet', 'rabota', 'archive', 'rabota', 'online', 'vklad', 'internet', 'main', 'bonus', 'internet', 'news']",1
"['main', 'online', 'bonus', 'online', 'archive', 'news', 'archive', 'tariffs', 'news', 'archive', 'vklad', 'bonus']",1
"['main', 'archive', 'main', 'vklad', 'online', 'bonus', 'main', 'archive', 'online', 'news', 'rabota', 'internet', 'archive', 'news', 'internet', 'bonus', 'news', 'rabota', 'tariffs', 'vklad', 'tariffs']",1
"['main', 'tariffs', 'vklad', 'online', 'vklad', 'main', 'online', 'main', 'vklad', 'tariffs', 'news']",1
"['main', 'rabota', 'bonus', 'archive', 'rabota', 'news', 'bonus', 'rabota', 'archive', 'online', 'rabota', 'news', 'rabota', 'bonus', 'tariffs', 'vklad', 'online', 'archive', 'news', 'rabota', 'tariffs', 'rabota', 'online']",1
"['main', 'bonus', 'internet', 'archive', 'internet', 'bonus', 'rabota', 'archive', 'news']",1
"['main', 'online', 'rabota', 'archive', 'rabota', 'main']",1
"['main', 'archive', 'digital', 'internet', 'rabota', 'bonus', 'rabota', 'archive', 'tariffs', 'internet', 'bonus', 'rabota']",1
"['main', 'online', 'bonus', 'news', 'internet', 'rabota', 'internet', 'online', 'archive', 'rabota', 'archive', 'vklad', 'online', 'archive', 'tariffs']",1
"['main', 'tariffs', 'bonus', 'vklad', 'news', 'tariffs']",1
"['main', 'news', 'archive', 'news', 'main', 'rabota', 'news', 'rabota', 'vklad']",1
"['main', 'bonus', 'internet', 'tariffs', 'archive', 'online', 'news', 'main', 'archive', 'tariffs', 'vklad', 'rabota', 'online', 'bonus', 'tariffs', 'rabota', 'online', 'internet', 'tariffs', 'internet', 'vklad', 'rabota', 'bonus']",1
"['main', 'news', 'rabota', 'bonus', 'main', 'internet', 'main', 'bonus', 'vklad', 'tariffs', 'rabota', 'archive']",1
"['main', 'internet', 'rabota', 'news', 'tariffs', 'vklad', 'archive', 'news', 'online', 'vklad', 'news', 'digital', 'news', 'bonus', 'archive', 'bonus', 'news', 'tariffs', 'main', 'online', 'news', 'archive', 'news', 'rabota', 'main', 'rabota', 'vklad']",1
"['main', 'bonus', 'internet', 'archive', 'online', 'internet', 'vklad', 'online']",1
"['main', 'news', 'rabota', 'main', 'news', 'internet', 'rabota', 'archive', 'online']",1
"['main', 'tariffs', 'internet', 'archive', 'vklad', 'news', 'online', 'main', 'vklad', 'tariffs', 'online', 'rabota', 'archive']",1
"['main', 'rabota', 'internet', 'news', 'archive', 'news', 'archive', 'internet', 'main', 'rabota', 'main', 'internet', 'bonus', 'main', 'vklad']",1
"['main', 'internet', 'online', 'bonus', 'internet', 'archive', 'tariffs']",1
"['main', 'online', 'tariffs', 'news', 'rabota', 'news', 'bonus', 'internet', 'archive', 'bonus', 'tariffs', 'internet']",1
"['main', 'online', 'internet', 'archive', 'main', 'internet', 'news', 'archive']",1
"['rabota', 'online', 'tariffs', 'bonus', 'online', 'main', 'archive', 'bonus', 'digital', 'bonus']",1
"['main', 'rabota', 'archive', 'tariffs', 'digital', 'news', 'archive', 'vklad', 'bonus', 'online', 'digital', 'rabota', 'online', 'archive', 'internet', 'vklad']",1
"['main', 'news', 'internet', 'bonus', 'news', 'rabota', 'internet', 'bonus']",1
"['main', 'digital', 'main', 'archive', 'main', 'tariffs', 'internet', 'main', 'bonus', 'internet', 'online', 'tariffs', 'bonus', 'news', 'bonus', 'rabota', 'bonus']",1
"['main', 'internet', 'archive', 'news', 'rabota', 'tariffs', 'main', 'archive', 'rabota', 'internet', 'online', 'rabota', 'main', 'internet', 'bonus', 'tariffs', 'news', 'rabota']",1
"['main', 'archive', 'news', 'vklad', 'main', 'bonus', 'archive', 'rabota']",1
"['main', 'tariffs', 'archive', 'online', 'rabota', 'tariffs', 'rabota']",1
"['main', 'bonus', 'main', 'online', 'internet', 'main', 'rabota', 'internet', 'news', 'internet', 'rabota']",1
"['main', 'archive', 'main', 'news', 'archive', 'main', 'internet', 'news']",1
"['main', 'online', 'rabota', 'main', 'archive']",1
"['main', 'archive', 'internet', 'tariffs', 'vklad', 'main', 'news', 'tariffs', 'archive', 'main', 'internet', 'rabota', 'online']",1
"['main', 'bonus', 'news', 'bonus', 'archive', 'rabota', 'news']",1
"['main', 'bonus', 'archive', 'main', 'news']",1
"['main', 'archive', 'tariffs', 'internet', 'main']",1
"['main', 'archive', 'online', 'internet', 'online', 'rabota', 'bonus', 'main', 'online', 'news', 'internet', 'rabota', 'archive', 'main', 'rabota']",1
"['main', 'internet', 'news', 'internet', 'vklad', 'bonus', 'internet', 'news', 'online', 'internet', 'main', 'news', 'vklad', 'internet', 'rabota']",1
"['main', 'bonus', 'news', 'tariffs', 'main', 'archive']",1
"['main', 'vklad', 'internet', 'tariffs', 'news', 'digital']",1
"['main', 'archive', 'rabota', 'bonus', 'main', 'rabota', 'main', 'news', 'online', 'internet', 'main']",1
"['main', 'rabota', 'main', 'bonus', 'vklad', 'tariffs', 'bonus', 'news', 'internet']",1
"['main', 'news', 'bonus', 'main', 'rabota', 'bonus', 'tariffs', 'main', 'archive']",1
"['main', 'news', 'main', 'vklad', 'online', 'news', 'main', 'news', 'internet', 'archive', 'news', 'tariffs', 'internet', 'rabota', 'online']",1
"['main', 'rabota', 'news', 'rabota', 'news', 'main', 'bonus', 'rabota', 'archive', 'news', 'bonus', 'archive']",1
"['main', 'news', 'internet', 'online', 'bonus', 'online', 'archive', 'tariffs', 'rabota', 'archive', 'rabota', 'digital', 'rabota', 'main', 'news']",1
"['main', 'tariffs', 'online', 'rabota', 'archive', 'bonus', 'news', 'archive', 'tariffs']",1
"['main', 'internet', 'rabota', 'news', 'rabota', 'news', 'online']",1
"['main', 'online', 'archive', 'rabota', 'online', 'bonus']",1
"['main', 'rabota', 'online', 'main', 'online', 'tariffs']",1
"['main', 'bonus', 'news', 'rabota', 'main', 'news', 'online']",1
"['main', 'tariffs', 'rabota', 'internet', 'news', 'rabota', 'main', 'archive', 'news', 'online', 'vklad', 'online', 'internet', 'bonus', 'archive', 'rabota', 'bonus', 'rabota', 'internet', 'bonus']",1
"['main', 'internet', 'archive', 'news', 'archive', 'bonus', 'digital', 'tariffs', 'rabota', 'tariffs', 'bonus', 'archive', 'tariffs', 'internet', 'tariffs', 'news', 'archive', 'online', 'archive', 'news', 'online']",1
"['main', 'internet', 'rabota', 'internet', 'main', 'digital', 'bonus']",1
"['main', 'rabota', 'tariffs', 'bonus', 'vklad', 'internet', 'rabota', 'tariffs']",1
"['main', 'online', 'rabota', 'tariffs', 'online', 'rabota', 'archive', 'bonus']",1
"['main', 'vklad', 'bonus', 'main', 'tariffs', 'internet', 'main', 'news', 'archive', 'main', 'rabota', 'main', 'vklad', 'archive', 'bonus', 'archive', 'tariffs', 'online', 'news', 'bonus', 'news', 'internet', 'rabota', 'internet', 'archive', 'bonus', 'tariffs', 'online', 'rabota', 'archive', 'internet', 'tariffs']",1
"['main', 'rabota', 'main', 'archive', 'rabota', 'digital', 'vklad', 'main']",1
"['main', 'internet', 'tariffs', 'rabota', 'tariffs', 'rabota', 'news', 'archive', 'online', 'archive', 'internet', 'archive', 'tariffs', 'rabota', 'online']",1
"['main', 'tariffs', 'archive', 'vklad', 'internet', 'tariffs', 'internet', 'tariffs', 'news', 'rabota', 'news', 'online', 'rabota', 'archive', 'news', 'archive', 'vklad', 'tariffs', 'bonus', 'news']",1
"['main', 'rabota', 'online', 'archive', 'rabota', 'archive', 'rabota', 'tariffs']",1
"['main', 'rabota', 'main', 'tariffs', 'vklad', 'news', 'tariffs', 'archive', 'bonus', 'news', 'bonus']",1
"['main', 'internet', 'rabota', 'archive', 'tariffs', 'archive', 'rabota', 'main', 'rabota', 'archive']",1
"['main', 'tariffs', 'main', 'archive', 'bonus', 'internet', 'tariffs', 'internet', 'bonus', 'vklad', 'tariffs', 'internet', 'bonus', 'main', 'archive', 'rabota', 'bonus', 'internet', 'main', 'online', 'rabota', 'digital', 'main', 'online', 'bonus', 'news', 'vklad', 'internet', 'digital', 'main', 'news', 'online', 'bonus', 'internet', 'news', 'tariffs', 'archive', 'bonus']",1
"['main', 'vklad', 'rabota', 'internet', 'news', 'main']",1
"['main', 'rabota', 'vklad', 'main', 'vklad', 'news', 'online', 'rabota', 'online', 'internet', 'bonus']",1
"['main', 'vklad', 'archive', 'bonus', 'news', 'bonus', 'news', 'archive']",1
"['main', 'archive', 'rabota', 'bonus', 'internet', 'rabota', 'internet']",1
"['main', 'archive', 'bonus', 'online', 'rabota', 'online']",1
"['main', 'bonus', 'archive', 'vklad', 'tariffs', 'rabota', 'bonus', 'rabota', 'main', 'rabota']",1
"['main', 'archive', 'tariffs', 'main', 'bonus', 'archive', 'news', 'archive', 'tariffs', 'internet', 'bonus', 'archive', 'internet', 'rabota', 'vklad', 'tariffs']",1
"['main', 'internet', 'news', 'internet', 'online', 'news', 'bonus', 'news', 'internet']",1
"['main', 'vklad', 'news', 'main', 'online']",1
"['main', 'tariffs', 'news', 'internet', 'rabota']",1
"['main', 'news', 'internet', 'bonus', 'vklad', 'news', 'vklad', 'internet', 'online', 'digital', 'bonus', 'archive', 'bonus']",1
"['main', 'rabota', 'main', 'vklad', 'news', 'vklad', 'tariffs', 'news', 'main', 'tariffs', 'vklad', 'bonus']",1
"['main', 'news', 'archive', 'tariffs', 'bonus', 'archive', 'internet', 'main', 'vklad', 'main', 'online']",1
"['main', 'main', 'vklad', 'online', 'rabota']",1
"['main', 'archive', 'bonus', 'archive', 'tariffs']",1
"['main', 'digital', 'bonus', 'tariffs', 'news', 'tariffs', 'bonus', 'online', 'main', 'news', 'archive']",1
"['main', 'main', 'digital', 'tariffs', 'rabota', 'bonus', 'vklad', 'archive']",1
"['main', 'news', 'internet', 'bonus', 'internet', 'main']",1
"['main', 'archive', 'main', 'vklad', 'bonus', 'internet', 'vklad', 'digital', 'news', 'bonus', 'archive', 'online', 'bonus', 'news', 'main', 'archive', 'digital', 'news', 'main']",1
"['main', 'news', 'bonus', 'online', 'rabota', 'archive', 'vklad', 'rabota']",1
"['main', 'tariffs', 'internet', 'tariffs', 'bonus', 'main', 'digital']",1
"['main', 'archive', 'internet', 'main', 'rabota', 'archive', 'rabota', 'bonus', 'rabota', 'tariffs', 'internet', 'vklad', 'main', 'vklad', 'bonus', 'archive']",1
"['main', 'bonus', 'internet', 'news', 'internet', 'vklad', 'news', 'bonus', 'online', 'archive', 'bonus', 'archive', 'online', 'rabota', 'vklad', 'online', 'news', 'rabota', 'bonus', 'internet', 'archive', 'digital']",1
"['main', 'bonus', 'archive', 'tariffs', 'archive', 'bonus']",1
"['main', 'tariffs', 'rabota', 'news', 'internet', 'archive', 'online', 'internet']",1
"['main', 'archive', 'tariffs', 'main', 'internet', 'vklad']",1
"['main', 'vklad', 'digital', 'news', 'archive', 'news', 'internet', 'news', 'online', 'archive', 'news', 'internet', 'bonus', 'archive', 'tariffs']",1
"['main', 'news', 'internet', 'tariffs', 'main', 'rabota', 'internet', 'archive', 'online']",1
"['main', 'archive', 'online', 'rabota', 'archive', 'bonus', 'internet', 'archive', 'main', 'archive']",1
"['main', 'online', 'archive', 'bonus', 'online', 'vklad', 'bonus', 'internet', 'bonus', 'archive', 'main', 'archive', 'rabota', 'bonus', 'vklad', 'bonus', 'rabota', 'bonus', 'rabota']",1
"['main', 'digital', 'online', 'bonus', 'internet']",1
"['main', 'bonus', 'digital', 'internet', 'rabota', 'news']",1
"['main', 'rabota', 'digital', 'bonus', 'news', 'vklad', 'archive', 'tariffs', 'bonus', 'online', 'main']",1
"['main', 'bonus', 'rabota', 'main', 'internet', 'main', 'rabota', 'tariffs', 'main', 'tariffs', 'digital', 'rabota', 'news', 'main', 'internet']",1
"['main', 'rabota', 'main', 'tariffs', 'bonus', 'archive']",1
"['main', 'internet', 'bonus', 'tariffs', 'internet', 'main', 'bonus', 'rabota', 'internet']",1
"['main', 'online', 'rabota', 'internet', 'tariffs', 'rabota', 'vklad', 'tariffs', 'rabota', 'main', 'tariffs', 'main', 'rabota', 'bonus', 'vklad', 'news', 'tariffs', 'rabota', 'archive', 'online', 'archive', 'news', 'main', 'rabota', 'main', 'vklad', 'online', 'tariffs', 'main', 'tariffs', 'internet', 'news', 'main', 'bonus', 'archive', 'internet', 'vklad', 'archive', 'bonus', 'tariffs', 'archive', 'vklad', 'main', 'internet', 'archive', 'online', 'archive', 'online', 'news', 'rabota', 'bonus', 'rabota', 'archive', 'rabota', 'bonus', 'tariffs']",1
"['main', 'news', 'bonus', 'online', 'news', 'bonus', 'online', 'tariffs', 'archive', 'news', 'internet', 'archive', 'rabota', 'online', 'rabota', 'internet', 'bonus', 'internet', 'tariffs', 'news', 'rabota', 'archive', 'vklad', 'archive', 'vklad', 'main']",1
"['main', 'tariffs', 'bonus', 'archive', 'vklad', 'archive', 'tariffs', 'news', 'main', 'tariffs', 'bonus', 'main', 'rabota', 'main', 'rabota', 'news', 'rabota', 'bonus']",1
"['main', 'tariffs', 'archive', 'tariffs', 'archive', 'main']",1
"['main', 'online', 'tariffs', 'archive', 'bonus', 'archive', 'rabota', 'news']",1
"['main', 'archive', 'main', 'rabota', 'archive', 'news', 'main', 'bonus', 'tariffs', 'archive', 'internet', 'vklad', 'rabota', 'tariffs', 'internet', 'tariffs', 'bonus', 'main']",1
"['main', 'digital', 'online', 'rabota', 'vklad']",1
"['main', 'rabota', 'bonus', 'tariffs', 'rabota', 'archive', 'rabota']",1
"['main', 'online', 'news', 'archive', 'main', 'bonus', 'tariffs', 'archive']",1
"['main', 'vklad', 'news', 'tariffs', 'digital', 'internet', 'digital', 'tariffs']",1
"['main', 'archive', 'online', 'internet', 'online', 'rabota']",1
"['main', 'rabota', 'bonus', 'tariffs', 'archive', 'news', 'internet', 'vklad', 'archive', 'bonus', 'internet']",1
"['main', 'news', 'internet', 'news', 'bonus', 'tariffs', 'news', 'bonus', 'rabota', 'bonus', 'rabota', 'archive', 'internet', 'main', 'archive', 'internet', 'archive', 'internet', 'bonus', 'vklad', 'online', 'main', 'archive', 'tariffs', 'bonus', 'digital', 'bonus', 'vklad', 'tariffs', 'internet']",1
"['main', 'tariffs', 'internet', 'archive', 'main', 'bonus', 'rabota']",1
"['main', 'vklad', 'bonus', 'archive', 'internet', 'archive', 'news', 'tariffs', 'rabota', 'tariffs', 'online', 'vklad', 'bonus', 'rabota']",1
